agent_id,persona_base,persona_mixture,income_monthly,housing_ratio,wtp_monthly,bed_need,sf_pref_low,sf_pref_high,floor_pref,noise_tol,elasticity,cultural_fit,availability_month,style_words,amenity_rank
A1705,young_pro,"{'young_pro': 0.288, 'grad_student_intl': 0.269, 'affluent_couple': 0.157, 'med_resident': 0.142, 'retired_urbanite': 0.143}",6633.0,0.261,1766,1,643,834,med,low,0.93,0.83,2,"['compact', 'classic', 'soft_brightness']","['elevator_proximity', '24hr_access', 'bike_storage']"
A1706,young_pro,"{'young_pro': 0.292, 'grad_student_intl': 0.252, 'affluent_couple': 0.233, 'med_resident': 0.143, 'retired_urbanite': 0.08}",7957.0,0.324,2698,2,670,821,low,low,0.92,0.98,2,"['art_display', 'modern_lux', 'minimal']","['roof_deck', '24hr_access', 'study_lounge']"
A1707,young_pro,"{'young_pro': 0.308, 'grad_student_intl': 0.293, 'affluent_couple': 0.209, 'med_resident': 0.074, 'retired_urbanite': 0.116}",4760.0,0.311,1465,1,469,621,med,med,1.11,0.58,5,"['soft_light', 'soft_brightness', 'modern_lux']","['24hr_access', 'roof_deck', 'bike_storage']"
A1708,young_pro,"{'young_pro': 0.357, 'grad_student_intl': 0.214, 'affluent_couple': 0.148, 'med_resident': 0.168, 'retired_urbanite': 0.113}",7221.0,0.28,2069,2,596,820,med,low,1.08,0.46,1,"['matte_black', 'minimal', 'task_lighting']","['quiet_zone', 'gym', 'study_lounge']"
A1709,young_pro,"{'young_pro': 0.335, 'grad_student_intl': 0.165, 'affluent_couple': 0.231, 'med_resident': 0.122, 'retired_urbanite': 0.148}",6484.0,0.251,1670,1,550,760,med,med,0.9,0.45,5,"['minimal', 'warm_wood', 'art_display']","['study_lounge', 'package_room', 'gym']"
A1710,grad_student_intl,"{'young_pro': 0.285, 'grad_student_intl': 0.321, 'affluent_couple': 0.203, 'med_resident': 0.119, 'retired_urbanite': 0.072}",8193.0,0.297,2339,1,466,682,high,low,1.04,0.83,6,"['soft_light', 'warm_wood', 'compact']","['roof_deck', 'bike_storage', 'in_unit_laundry']"
A1711,young_pro,"{'young_pro': 0.352, 'grad_student_intl': 0.317, 'affluent_couple': 0.143, 'med_resident': 0.098, 'retired_urbanite': 0.091}",6861.0,0.311,2127,1,492,657,low,med,0.97,0.36,1,"['minimal', 'warm_wood', 'non_slip']","['gym', '24hr_access', 'study_lounge']"
A1712,young_pro,"{'young_pro': 0.339, 'grad_student_intl': 0.214, 'affluent_couple': 0.184, 'med_resident': 0.204, 'retired_urbanite': 0.059}",7800.0,0.282,2149,1,564,741,med,high,1.08,0.54,5,"['classic', 'minimal', 'task_lighting']","['in_unit_laundry', 'wifi', 'gym']"
A1713,young_pro,"{'young_pro': 0.298, 'grad_student_intl': 0.188, 'affluent_couple': 0.26, 'med_resident': 0.158, 'retired_urbanite': 0.095}",9224.0,0.29,2571,0,598,736,low,low,1.06,0.51,2,"['warm_wood', 'art_display', 'minimal']","['bike_storage', 'laundry', 'roof_deck']"
A1714,young_pro,"{'young_pro': 0.379, 'grad_student_intl': 0.193, 'affluent_couple': 0.178, 'med_resident': 0.149, 'retired_urbanite': 0.102}",7417.0,0.28,2179,0,419,595,med,low,0.96,0.85,2,"['compact', 'minimal', 'matte_black']","['24hr_access', 'study_lounge', 'quiet_zone']"
A1715,young_pro,"{'young_pro': 0.334, 'grad_student_intl': 0.259, 'affluent_couple': 0.207, 'med_resident': 0.11, 'retired_urbanite': 0.091}",7540.0,0.286,2231,0,563,766,low,low,1.16,0.44,2,"['budget_friendly', 'soft_light', 'non_slip']","['gym', 'elevator_proximity', 'accessibility']"
A1716,young_pro,"{'young_pro': 0.311, 'grad_student_intl': 0.269, 'affluent_couple': 0.154, 'med_resident': 0.149, 'retired_urbanite': 0.117}",8554.0,0.281,2286,1,358,529,med,high,0.86,0.75,1,"['soft_brightness', 'classic', 'matte_black']","['in_unit_laundry', 'gym', 'laundry_shared']"
A1717,young_pro,"{'young_pro': 0.324, 'grad_student_intl': 0.249, 'affluent_couple': 0.205, 'med_resident': 0.145, 'retired_urbanite': 0.077}",7324.0,0.255,1918,1,667,855,high,med,0.84,0.79,4,"['non_slip', 'minimal', 'warm_wood']","['gym', 'roof_deck', 'bike_storage']"
A1718,young_pro,"{'young_pro': 0.277, 'grad_student_intl': 0.276, 'affluent_couple': 0.235, 'med_resident': 0.125, 'retired_urbanite': 0.088}",5639.0,0.266,1513,1,592,783,low,low,0.99,0.57,2,"['compact', 'minimal', 'soft_light']","['laundry_shared', 'gym', 'concierge']"
A1719,grad_student_intl,"{'young_pro': 0.23, 'grad_student_intl': 0.273, 'affluent_couple': 0.254, 'med_resident': 0.159, 'retired_urbanite': 0.084}",9532.0,0.257,2569,1,505,695,low,med,0.9,0.66,1,"['task_lighting', 'matte_black', 'calm_tone']","['laundry_shared', 'study_lounge', 'package_room']"
A1720,young_pro,"{'young_pro': 0.326, 'grad_student_intl': 0.225, 'affluent_couple': 0.167, 'med_resident': 0.143, 'retired_urbanite': 0.14}",10948.0,0.309,3222,1,648,853,med,med,1.03,0.36,1,"['calm_tone', 'warm_wood', 'soft_light']","['concierge', 'wifi', 'gym']"
A1721,young_pro,"{'young_pro': 0.259, 'grad_student_intl': 0.253, 'affluent_couple': 0.23, 'med_resident': 0.2, 'retired_urbanite': 0.059}",10620.0,0.276,2828,1,639,792,high,med,0.97,0.58,1,"['compact', 'matte_black', 'calm']","['bike_storage', 'wifi', 'package_room']"
A1722,young_pro,"{'young_pro': 0.304, 'grad_student_intl': 0.228, 'affluent_couple': 0.228, 'med_resident': 0.121, 'retired_urbanite': 0.119}",10033.0,0.314,3277,1,564,716,low,med,1.06,0.56,2,"['warm_wood', 'soft_light', 'soft_brightness']","['bike_storage', 'gym', 'in_unit_laundry']"
A1723,young_pro,"{'young_pro': 0.303, 'grad_student_intl': 0.292, 'affluent_couple': 0.184, 'med_resident': 0.15, 'retired_urbanite': 0.069}",8997.0,0.268,2324,1,320,477,med,med,1.13,0.2,2,"['budget_friendly', 'warm_wood', 'matte_black']","['roof_deck', 'gym', 'package_room']"
A1724,young_pro,"{'young_pro': 0.282, 'grad_student_intl': 0.187, 'affluent_couple': 0.217, 'med_resident': 0.197, 'retired_urbanite': 0.117}",8076.0,0.263,2198,1,565,734,med,low,1.08,0.65,2,"['soft_brightness', 'minimal', 'compact']","['laundry', 'gym', '24hr_access']"
A1725,young_pro,"{'young_pro': 0.302, 'grad_student_intl': 0.225, 'affluent_couple': 0.179, 'med_resident': 0.185, 'retired_urbanite': 0.109}",6610.0,0.316,2178,1,400,622,med,med,0.95,0.64,5,"['soft_light', 'calm', 'minimal']","['study_lounge', 'gym', 'elevator_proximity']"
A1726,young_pro,"{'young_pro': 0.361, 'grad_student_intl': 0.232, 'affluent_couple': 0.206, 'med_resident': 0.101, 'retired_urbanite': 0.1}",7043.0,0.327,2398,1,547,757,med,high,0.96,0.34,1,"['modern_lux', 'calm', 'soft_brightness']","['24hr_access', 'roof_deck', 'gym']"
A1727,young_pro,"{'young_pro': 0.305, 'grad_student_intl': 0.234, 'affluent_couple': 0.196, 'med_resident': 0.154, 'retired_urbanite': 0.11}",6520.0,0.261,1637,1,501,696,high,med,0.96,0.38,10,"['matte_black', 'budget_friendly', 'warm_wood']","['laundry_shared', 'gym', 'package_room']"
A1728,young_pro,"{'young_pro': 0.382, 'grad_student_intl': 0.235, 'affluent_couple': 0.172, 'med_resident': 0.13, 'retired_urbanite': 0.081}",5217.0,0.284,1468,1,497,669,low,med,0.97,0.48,3,"['soft_light', 'warm_wood', 'calm']","['study_lounge', 'in_unit_laundry', '24hr_access']"
A1729,affluent_couple,"{'young_pro': 0.198, 'grad_student_intl': 0.263, 'affluent_couple': 0.268, 'med_resident': 0.142, 'retired_urbanite': 0.128}",9360.0,0.268,2593,2,648,856,med,low,0.96,0.51,1,"['minimal', 'modern_lux', 'warm_wood']","['roof_deck', 'bike_storage', 'gym']"
A1730,young_pro,"{'young_pro': 0.337, 'grad_student_intl': 0.208, 'affluent_couple': 0.185, 'med_resident': 0.16, 'retired_urbanite': 0.11}",6777.0,0.327,2158,1,460,683,low,med,1.1,0.54,7,"['soft_light', 'minimal', 'matte_black']","['study_lounge', 'gym', 'in_unit_laundry']"
A1731,young_pro,"{'young_pro': 0.393, 'grad_student_intl': 0.202, 'affluent_couple': 0.163, 'med_resident': 0.1, 'retired_urbanite': 0.142}",7518.0,0.324,2337,1,589,800,med,low,0.94,0.45,4,"['minimal', 'modern_lux', 'calm']","['concierge', 'in_unit_laundry', 'gym']"
A1732,grad_student_intl,"{'young_pro': 0.255, 'grad_student_intl': 0.292, 'affluent_couple': 0.161, 'med_resident': 0.154, 'retired_urbanite': 0.138}",9578.0,0.324,2972,2,558,677,med,med,1.05,0.43,3,"['soft_brightness', 'minimal', 'soft_light']","['wifi', 'roof_deck', 'gym']"
A1733,young_pro,"{'young_pro': 0.257, 'grad_student_intl': 0.227, 'affluent_couple': 0.196, 'med_resident': 0.217, 'retired_urbanite': 0.102}",4868.0,0.321,1507,2,457,594,med,med,0.86,0.63,2,"['soft_light', 'soft_brightness', 'task_lighting']","['gym', 'quiet_zone', 'bike_storage']"
A1734,young_pro,"{'young_pro': 0.288, 'grad_student_intl': 0.27, 'affluent_couple': 0.172, 'med_resident': 0.153, 'retired_urbanite': 0.117}",9228.0,0.325,3040,2,651,858,med,low,0.87,0.52,7,"['budget_friendly', 'warm_wood', 'matte_black']","['laundry_shared', 'quiet_zone', 'elevator_proximity']"
A1735,grad_student_intl,"{'young_pro': 0.256, 'grad_student_intl': 0.28, 'affluent_couple': 0.244, 'med_resident': 0.176, 'retired_urbanite': 0.044}",9828.0,0.3,3050,0,473,642,low,high,0.75,0.57,1,"['minimal', 'warm_wood', 'modern_lux']","['quiet_zone', 'wifi', 'laundry_shared']"
A1736,young_pro,"{'young_pro': 0.285, 'grad_student_intl': 0.179, 'affluent_couple': 0.216, 'med_resident': 0.247, 'retired_urbanite': 0.073}",8197.0,0.273,2311,0,548,717,med,high,0.96,0.56,5,"['modern_lux', 'soft_light', 'minimal']","['laundry', 'community_room', 'quiet_zone']"
A1737,grad_student_intl,"{'young_pro': 0.234, 'grad_student_intl': 0.325, 'affluent_couple': 0.238, 'med_resident': 0.111, 'retired_urbanite': 0.091}",7891.0,0.327,2652,2,460,638,high,low,1.07,0.66,1,"['warm_wood', 'matte_black', 'minimal']","['package_room', 'laundry_shared', 'elevator_proximity']"
A1738,grad_student_intl,"{'young_pro': 0.24, 'grad_student_intl': 0.274, 'affluent_couple': 0.203, 'med_resident': 0.214, 'retired_urbanite': 0.069}",8167.0,0.27,2126,1,402,568,med,low,0.98,0.56,1,"['soft_light', 'warm_wood', 'matte_black']","['laundry_shared', 'roof_deck', 'concierge']"
A1739,young_pro,"{'young_pro': 0.328, 'grad_student_intl': 0.182, 'affluent_couple': 0.185, 'med_resident': 0.191, 'retired_urbanite': 0.114}",9110.0,0.282,2518,1,518,713,high,low,1.04,0.72,3,"['minimal', 'matte_black', 'calm_tone']","['bike_storage', 'package_room', 'gym']"
A1740,young_pro,"{'young_pro': 0.332, 'grad_student_intl': 0.201, 'affluent_couple': 0.209, 'med_resident': 0.144, 'retired_urbanite': 0.113}",6552.0,0.282,1912,1,497,709,med,low,0.9,0.61,4,"['art_display', 'soft_brightness', 'matte_black']","['gym', 'community_room', 'in_unit_laundry']"
A1741,young_pro,"{'young_pro': 0.314, 'grad_student_intl': 0.242, 'affluent_couple': 0.202, 'med_resident': 0.132, 'retired_urbanite': 0.11}",8308.0,0.294,2435,1,596,804,med,low,0.95,0.72,1,"['calm', 'compact', 'budget_friendly']","['laundry_shared', 'wifi', 'concierge']"
A1742,young_pro,"{'young_pro': 0.348, 'grad_student_intl': 0.268, 'affluent_couple': 0.154, 'med_resident': 0.148, 'retired_urbanite': 0.081}",8113.0,0.298,2383,2,608,732,med,low,1.03,0.77,4,"['soft_light', 'warm_wood', 'non_slip']","['gym', 'wifi', 'laundry']"
A1743,young_pro,"{'young_pro': 0.248, 'grad_student_intl': 0.208, 'affluent_couple': 0.205, 'med_resident': 0.169, 'retired_urbanite': 0.171}",9212.0,0.293,2617,1,474,665,low,med,0.91,0.37,1,"['calm', 'non_slip', 'compact']","['gym', '24hr_access', 'roof_deck']"
A1744,grad_student_intl,"{'young_pro': 0.304, 'grad_student_intl': 0.311, 'affluent_couple': 0.251, 'med_resident': 0.085, 'retired_urbanite': 0.05}",7481.0,0.316,2253,1,384,587,med,low,1.01,0.73,1,"['warm_wood', 'minimal', 'calm']","['laundry_shared', 'roof_deck', 'elevator_proximity']"
A1745,young_pro,"{'young_pro': 0.299, 'grad_student_intl': 0.254, 'affluent_couple': 0.226, 'med_resident': 0.105, 'retired_urbanite': 0.116}",9764.0,0.327,3260,1,604,776,med,high,0.85,0.86,2,"['task_lighting', 'modern_lux', 'classic']","['accessibility', 'bike_storage', 'gym']"
A1746,young_pro,"{'young_pro': 0.304, 'grad_student_intl': 0.3, 'affluent_couple': 0.171, 'med_resident': 0.148, 'retired_urbanite': 0.076}",7092.0,0.307,2159,1,540,694,med,med,1.13,0.44,4,"['minimal', 'budget_friendly', 'classic']","['study_lounge', 'gym', 'wifi']"
A1747,young_pro,"{'young_pro': 0.27, 'grad_student_intl': 0.269, 'affluent_couple': 0.181, 'med_resident': 0.161, 'retired_urbanite': 0.118}",6959.0,0.316,2117,2,381,556,low,low,1.02,0.58,4,"['soft_light', 'compact', 'calm_tone']","['elevator_proximity', '24hr_access', 'laundry_shared']"
A1748,grad_student_intl,"{'young_pro': 0.239, 'grad_student_intl': 0.33, 'affluent_couple': 0.209, 'med_resident': 0.119, 'retired_urbanite': 0.103}",4776.0,0.274,1282,1,594,754,med,low,1.14,0.53,2,"['warm_wood', 'budget_friendly', 'classic']","['roof_deck', 'elevator_proximity', 'concierge']"
A1749,affluent_couple,"{'young_pro': 0.253, 'grad_student_intl': 0.236, 'affluent_couple': 0.254, 'med_resident': 0.118, 'retired_urbanite': 0.14}",7837.0,0.278,2181,1,669,836,med,high,0.84,0.66,1,"['warm_wood', 'task_lighting', 'minimal']","['gym', 'roof_deck', 'bike_storage']"
A1750,grad_student_intl,"{'young_pro': 0.274, 'grad_student_intl': 0.305, 'affluent_couple': 0.17, 'med_resident': 0.129, 'retired_urbanite': 0.121}",7701.0,0.296,2302,1,458,639,med,high,1.02,0.66,4,"['classic', 'warm_wood', 'minimal']","['24hr_access', 'package_room', 'bike_storage']"
A1751,young_pro,"{'young_pro': 0.271, 'grad_student_intl': 0.263, 'affluent_couple': 0.221, 'med_resident': 0.161, 'retired_urbanite': 0.084}",9395.0,0.32,3077,1,676,900,low,high,1.25,0.49,1,"['warm_wood', 'calm_tone', 'soft_light']","['gym', 'bike_storage', 'accessibility']"
A1752,young_pro,"{'young_pro': 0.245, 'grad_student_intl': 0.238, 'affluent_couple': 0.227, 'med_resident': 0.193, 'retired_urbanite': 0.098}",8407.0,0.256,2199,1,590,754,high,high,0.98,0.79,1,"['calm_tone', 'budget_friendly', 'soft_brightness']","['gym', '24hr_access', 'quiet_zone']"
A1753,grad_student_intl,"{'young_pro': 0.249, 'grad_student_intl': 0.291, 'affluent_couple': 0.191, 'med_resident': 0.138, 'retired_urbanite': 0.132}",11458.0,0.315,3740,1,507,687,med,med,1.13,0.46,6,"['soft_light', 'budget_friendly', 'modern_lux']","['gym', 'package_room', '24hr_access']"
A1754,young_pro,"{'young_pro': 0.355, 'grad_student_intl': 0.268, 'affluent_couple': 0.153, 'med_resident': 0.136, 'retired_urbanite': 0.088}",8358.0,0.262,2158,2,641,826,low,med,1.0,0.57,6,"['task_lighting', 'warm_wood', 'soft_light']","['laundry', 'laundry_shared', 'community_room']"
A1755,young_pro,"{'young_pro': 0.315, 'grad_student_intl': 0.273, 'affluent_couple': 0.127, 'med_resident': 0.141, 'retired_urbanite': 0.144}",6180.0,0.274,1642,2,508,757,med,low,0.9,0.74,2,"['compact', 'budget_friendly', 'calm_tone']","['gym', 'laundry_shared', 'package_room']"
A1756,young_pro,"{'young_pro': 0.289, 'grad_student_intl': 0.278, 'affluent_couple': 0.141, 'med_resident': 0.191, 'retired_urbanite': 0.102}",9267.0,0.252,2253,3,666,850,high,low,0.91,0.88,7,"['soft_light', 'budget_friendly', 'art_display']","['gym', 'elevator_proximity', 'in_unit_laundry']"
A1757,young_pro,"{'young_pro': 0.3, 'grad_student_intl': 0.25, 'affluent_couple': 0.254, 'med_resident': 0.123, 'retired_urbanite': 0.073}",8033.0,0.319,2453,1,427,538,med,med,1.0,0.52,1,"['minimal', 'compact', 'modern_lux']","['concierge', 'community_room', 'elevator_proximity']"
A1758,grad_student_intl,"{'young_pro': 0.265, 'grad_student_intl': 0.282, 'affluent_couple': 0.241, 'med_resident': 0.1, 'retired_urbanite': 0.112}",11985.0,0.304,3619,1,517,712,high,med,1.11,0.71,1,"['minimal', 'budget_friendly', 'soft_light']","['roof_deck', 'gym', 'package_room']"
A1759,young_pro,"{'young_pro': 0.349, 'grad_student_intl': 0.223, 'affluent_couple': 0.204, 'med_resident': 0.116, 'retired_urbanite': 0.108}",9365.0,0.322,2886,2,488,731,high,med,0.97,0.63,3,"['budget_friendly', 'compact', 'task_lighting']","['roof_deck', 'study_lounge', 'laundry']"
A1760,young_pro,"{'young_pro': 0.291, 'grad_student_intl': 0.235, 'affluent_couple': 0.192, 'med_resident': 0.19, 'retired_urbanite': 0.092}",6746.0,0.267,1812,1,519,636,med,med,1.09,0.35,4,"['warm_wood', 'calm_tone', 'soft_light']","['package_room', 'study_lounge', 'elevator_proximity']"
A1761,young_pro,"{'young_pro': 0.35, 'grad_student_intl': 0.311, 'affluent_couple': 0.102, 'med_resident': 0.11, 'retired_urbanite': 0.126}",5292.0,0.267,1439,1,561,728,high,med,1.06,0.44,1,"['task_lighting', 'minimal', 'classic']","['laundry_shared', 'bike_storage', 'in_unit_laundry']"
A1762,young_pro,"{'young_pro': 0.309, 'grad_student_intl': 0.172, 'affluent_couple': 0.269, 'med_resident': 0.124, 'retired_urbanite': 0.126}",7278.0,0.321,2225,1,320,517,high,med,0.99,0.42,2,"['art_display', 'minimal', 'soft_brightness']","['elevator_proximity', 'in_unit_laundry', 'gym']"
A1763,young_pro,"{'young_pro': 0.306, 'grad_student_intl': 0.21, 'affluent_couple': 0.213, 'med_resident': 0.173, 'retired_urbanite': 0.098}",9300.0,0.28,2723,2,432,654,med,low,0.96,0.52,1,"['task_lighting', 'warm_wood', 'minimal']","['in_unit_laundry', 'elevator_proximity', 'gym']"
A1764,grad_student_intl,"{'young_pro': 0.267, 'grad_student_intl': 0.278, 'affluent_couple': 0.21, 'med_resident': 0.165, 'retired_urbanite': 0.08}",7666.0,0.325,2516,1,531,681,med,med,1.08,0.53,5,"['minimal', 'modern_lux', 'task_lighting']","['laundry_shared', 'study_lounge', 'accessibility']"
A1765,grad_student_intl,"{'young_pro': 0.279, 'grad_student_intl': 0.319, 'affluent_couple': 0.151, 'med_resident': 0.097, 'retired_urbanite': 0.154}",6876.0,0.326,2201,1,465,627,low,high,1.05,0.59,6,"['budget_friendly', 'matte_black', 'warm_wood']","['elevator_proximity', 'laundry', '24hr_access']"
A1766,grad_student_intl,"{'young_pro': 0.28, 'grad_student_intl': 0.31, 'affluent_couple': 0.167, 'med_resident': 0.158, 'retired_urbanite': 0.085}",7092.0,0.289,2098,1,531,700,med,low,1.19,0.78,1,"['matte_black', 'minimal', 'soft_light']","['wifi', 'study_lounge', 'bike_storage']"
A1767,affluent_couple,"{'young_pro': 0.254, 'grad_student_intl': 0.243, 'affluent_couple': 0.269, 'med_resident': 0.097, 'retired_urbanite': 0.137}",8451.0,0.281,2479,1,551,729,med,high,0.94,0.66,4,"['soft_light', 'art_display', 'matte_black']","['roof_deck', 'gym', 'in_unit_laundry']"
A1768,young_pro,"{'young_pro': 0.362, 'grad_student_intl': 0.256, 'affluent_couple': 0.137, 'med_resident': 0.139, 'retired_urbanite': 0.106}",7076.0,0.306,2124,1,673,859,low,low,1.09,0.99,1,"['soft_light', 'matte_black', 'task_lighting']","['24hr_access', 'quiet_zone', 'laundry_shared']"
A1769,grad_student_intl,"{'young_pro': 0.237, 'grad_student_intl': 0.257, 'affluent_couple': 0.24, 'med_resident': 0.127, 'retired_urbanite': 0.139}",12029.0,0.277,3432,0,391,623,med,low,0.89,0.56,3,"['matte_black', 'warm_wood', 'soft_light']","['elevator_proximity', 'gym', 'roof_deck']"
A1770,young_pro,"{'young_pro': 0.356, 'grad_student_intl': 0.247, 'affluent_couple': 0.189, 'med_resident': 0.142, 'retired_urbanite': 0.066}",6159.0,0.28,1700,1,528,748,high,low,0.89,0.71,1,"['budget_friendly', 'task_lighting', 'warm_wood']","['bike_storage', 'gym', 'accessibility']"
A1771,young_pro,"{'young_pro': 0.3, 'grad_student_intl': 0.215, 'affluent_couple': 0.183, 'med_resident': 0.226, 'retired_urbanite': 0.075}",3833.0,0.287,1105,1,575,774,high,low,0.74,0.65,3,"['matte_black', 'soft_light', 'warm_wood']","['24hr_access', 'gym', 'laundry_shared']"
A1772,young_pro,"{'young_pro': 0.284, 'grad_student_intl': 0.164, 'affluent_couple': 0.253, 'med_resident': 0.136, 'retired_urbanite': 0.162}",8045.0,0.273,2210,1,549,711,med,high,0.95,0.82,1,"['classic', 'warm_wood', 'non_slip']","['gym', 'roof_deck', 'elevator_proximity']"
A1773,grad_student_intl,"{'young_pro': 0.272, 'grad_student_intl': 0.277, 'affluent_couple': 0.182, 'med_resident': 0.144, 'retired_urbanite': 0.125}",8443.0,0.262,2307,3,511,673,high,low,1.07,0.53,4,"['warm_wood', 'task_lighting', 'budget_friendly']","['package_room', 'roof_deck', 'laundry_shared']"
A1774,young_pro,"{'young_pro': 0.249, 'grad_student_intl': 0.245, 'affluent_couple': 0.22, 'med_resident': 0.137, 'retired_urbanite': 0.149}",6240.0,0.298,1932,2,393,606,high,low,0.91,0.72,4,"['minimal', 'modern_lux', 'art_display']","['gym', 'roof_deck', 'quiet_zone']"
A1775,med_resident,"{'young_pro': 0.232, 'grad_student_intl': 0.197, 'affluent_couple': 0.244, 'med_resident': 0.245, 'retired_urbanite': 0.082}",6474.0,0.315,1951,2,593,785,med,low,1.05,0.83,2,"['soft_brightness', 'calm', 'non_slip']","['wifi', 'concierge', 'roof_deck']"
A1776,young_pro,"{'young_pro': 0.315, 'grad_student_intl': 0.302, 'affluent_couple': 0.232, 'med_resident': 0.106, 'retired_urbanite': 0.045}",10128.0,0.3,2967,1,349,512,low,low,0.97,0.48,1,"['warm_wood', 'task_lighting', 'minimal']","['gym', 'roof_deck', 'wifi']"
A1777,grad_student_intl,"{'young_pro': 0.272, 'grad_student_intl': 0.306, 'affluent_couple': 0.221, 'med_resident': 0.161, 'retired_urbanite': 0.041}",9149.0,0.257,2248,1,653,792,low,low,1.01,0.58,4,"['art_display', 'non_slip', 'budget_friendly']","['gym', 'quiet_zone', 'roof_deck']"
A1778,young_pro,"{'young_pro': 0.304, 'grad_student_intl': 0.204, 'affluent_couple': 0.268, 'med_resident': 0.141, 'retired_urbanite': 0.083}",8478.0,0.265,2320,1,712,921,med,med,1.01,0.67,2,"['soft_light', 'matte_black', 'modern_lux']","['gym', 'roof_deck', 'laundry']"
A1779,young_pro,"{'young_pro': 0.281, 'grad_student_intl': 0.241, 'affluent_couple': 0.19, 'med_resident': 0.11, 'retired_urbanite': 0.178}",8658.0,0.308,2766,2,493,664,high,low,0.9,0.53,1,"['soft_light', 'modern_lux', 'non_slip']","['gym', 'wifi', 'community_room']"
A1780,young_pro,"{'young_pro': 0.294, 'grad_student_intl': 0.235, 'affluent_couple': 0.222, 'med_resident': 0.126, 'retired_urbanite': 0.123}",6868.0,0.32,2263,1,733,882,med,low,0.97,0.46,2,"['soft_light', 'classic', 'compact']","['gym', 'concierge', 'study_lounge']"
A1781,young_pro,"{'young_pro': 0.289, 'grad_student_intl': 0.241, 'affluent_couple': 0.181, 'med_resident': 0.169, 'retired_urbanite': 0.12}",11180.0,0.282,3180,1,650,875,high,low,0.85,0.86,12,"['matte_black', 'calm_tone', 'modern_lux']","['gym', 'wifi', 'quiet_zone']"
A1782,young_pro,"{'young_pro': 0.324, 'grad_student_intl': 0.21, 'affluent_couple': 0.23, 'med_resident': 0.164, 'retired_urbanite': 0.072}",9911.0,0.257,2567,0,547,698,high,high,0.94,0.56,1,"['calm_tone', 'task_lighting', 'non_slip']","['gym', 'package_room', 'laundry_shared']"
A1783,young_pro,"{'young_pro': 0.354, 'grad_student_intl': 0.294, 'affluent_couple': 0.154, 'med_resident': 0.115, 'retired_urbanite': 0.084}",9489.0,0.281,2607,1,486,644,high,med,0.85,0.85,1,"['modern_lux', 'soft_light', 'task_lighting']","['laundry_shared', 'roof_deck', 'in_unit_laundry']"
A1784,affluent_couple,"{'young_pro': 0.225, 'grad_student_intl': 0.25, 'affluent_couple': 0.308, 'med_resident': 0.141, 'retired_urbanite': 0.075}",9344.0,0.324,2988,0,464,675,med,med,0.8,0.52,1,"['warm_wood', 'soft_light', 'modern_lux']","['gym', 'in_unit_laundry', 'wifi']"
A1785,young_pro,"{'young_pro': 0.371, 'grad_student_intl': 0.198, 'affluent_couple': 0.194, 'med_resident': 0.151, 'retired_urbanite': 0.085}",6584.0,0.328,2258,1,547,736,med,med,0.8,0.56,1,"['art_display', 'warm_wood', 'matte_black']","['wifi', 'in_unit_laundry', 'package_room']"
A1786,grad_student_intl,"{'young_pro': 0.332, 'grad_student_intl': 0.342, 'affluent_couple': 0.155, 'med_resident': 0.119, 'retired_urbanite': 0.052}",7313.0,0.252,1800,1,444,584,med,med,0.92,0.7,3,"['soft_light', 'non_slip', 'warm_wood']","['study_lounge', 'bike_storage', 'gym']"
A1787,young_pro,"{'young_pro': 0.313, 'grad_student_intl': 0.276, 'affluent_couple': 0.239, 'med_resident': 0.1, 'retired_urbanite': 0.072}",6712.0,0.318,2219,2,470,648,high,med,0.84,0.56,4,"['compact', 'matte_black', 'soft_light']","['concierge', 'laundry_shared', 'roof_deck']"
A1788,young_pro,"{'young_pro': 0.297, 'grad_student_intl': 0.285, 'affluent_couple': 0.202, 'med_resident': 0.117, 'retired_urbanite': 0.099}",6967.0,0.266,1821,1,336,570,low,high,1.07,0.46,1,"['soft_light', 'matte_black', 'art_display']","['gym', 'roof_deck', 'accessibility']"
A1789,young_pro,"{'young_pro': 0.262, 'grad_student_intl': 0.258, 'affluent_couple': 0.233, 'med_resident': 0.201, 'retired_urbanite': 0.046}",8392.0,0.328,2655,1,395,612,med,high,0.96,0.48,5,"['modern_lux', 'warm_wood', 'minimal']","['package_room', '24hr_access', 'laundry_shared']"
A1790,grad_student_intl,"{'young_pro': 0.276, 'grad_student_intl': 0.302, 'affluent_couple': 0.164, 'med_resident': 0.119, 'retired_urbanite': 0.139}",7054.0,0.321,2297,1,563,759,low,med,1.05,0.63,2,"['calm_tone', 'budget_friendly', 'classic']","['gym', 'package_room', 'elevator_proximity']"
A1791,young_pro,"{'young_pro': 0.296, 'grad_student_intl': 0.229, 'affluent_couple': 0.179, 'med_resident': 0.172, 'retired_urbanite': 0.124}",7724.0,0.297,2218,2,648,865,med,low,0.98,0.49,1,"['art_display', 'matte_black', 'warm_wood']","['bike_storage', 'gym', 'roof_deck']"
A1792,young_pro,"{'young_pro': 0.363, 'grad_student_intl': 0.219, 'affluent_couple': 0.152, 'med_resident': 0.185, 'retired_urbanite': 0.081}",6288.0,0.303,1963,2,490,682,med,high,0.94,0.6,8,"['warm_wood', 'task_lighting', 'calm_tone']","['study_lounge', 'in_unit_laundry', 'accessibility']"
